,Name,Season,Matches,W,D,L,Goals,Points,PPM
552,Fabio Capello,2017/18,3,1,0,2,5:7,3,1.00
553,Diego Simeone,2005/06,15,5,3,7,14:19,18,1.20
554,Diego Simeone,2006/07,41,26,9,6,67:33,87,2.12
555,Diego Simeone,2007/08,50,27,12,11,80:50,93,1.86
556,Diego Simeone,2008/09,30,10,9,11,43:39,39,1.30
557,Diego Simeone,2009/10,33,13,7,13,36:33,46,1.39
558,Diego Simeone,2010/11,18,7,3,8,22:27,24,1.33
559,Diego Simeone,2011/12,51,27,17,7,70:33,98,1.92
560,Diego Simeone,2012/13,56,35,10,11,93:43,115,2.05
561,Diego Simeone,2013/14,61,42,12,7,116:45,138,2.26
562,Diego Simeone,2014/15,56,31,14,11,98:45,107,1.91
563,Diego Simeone,2015/16,57,38,8,11,100:43,122,2.14
564,Diego Simeone,2016/17,58,35,13,10,106:45,118,2.03
565,Diego Simeone,2017/18,59,34,16,9,96:36,118,2.00
566,Diego Simeone,2018/19,51,30,13,8,79:44,103,2.02
567,Diego Simeone,2019/20,50,24,17,9,69:44,89,1.78
568,Diego Simeone,2020/21,48,29,11,8,77:37,98,2.04
569,Diego Simeone,2021/22,51,25,11,15,80:57,86,1.69
570,Diego Simeone,2022/23,49,28,10,11,85:46,94,1.92
571,Diego Simeone,2023/24,54,33,6,15,107:70,105,1.94
572,Frank Rijkaard,1997/98,2,1,0,1,3:3,3,1.50
573,Frank Rijkaard,1998/99,8,1,5,2,8:9,8,1.00
574,Frank Rijkaard,1999/00,14,7,6,1,31:19,27,1.93
575,Frank Rijkaard,2001/02,34,4,12,18,26:75,24,0.71
576,Frank Rijkaard,2003/04,52,29,12,11,89:46,99,1.90
577,Frank Rijkaard,2004/05,47,29,10,8,86:41,97,2.06
578,Frank Rijkaard,2005/06,56,37,11,8,119:48,122,2.18
579,Frank Rijkaard,2006/07,59,35,12,12,118:54,117,1.98
580,Frank Rijkaard,2007/08,58,29,18,11,104:56,105,1.81
581,Frank Rijkaard,2009/10,55,32,12,11,110:52,108,1.96
582,Frank Rijkaard,2010/11,12,5,3,4,22:18,18,1.50
583,Frank Rijkaard,2011/12,11,3,5,3,16:10,14,1.27
584,Frank Rijkaard,2012/13,6,2,1,3,5:10,7,1.17
585,Johan Cruyff,1992/93,53,33,12,8,119:48,111,2.09
586,Johan Cruyff,1993/94,56,34,11,11,123:60,113,2.02
587,Johan Cruyff,1994/95,50,22,13,15,83:66,79,1.58
588,Johan Cruyff,1995/96,57,31,18,8,111:52,111,1.95
589,Arsenio Iglesias,1992/93,40,22,10,8,70:38,76,1.90
590,Arsenio Iglesias,1993/94,46,25,13,8,63:25,88,1.91
591,Arsenio Iglesias,1994/95,49,26,12,11,85:41,90,1.84
592,Arsenio Iglesias,1995/96,20,10,4,6,32:22,34,1.70
593,Vicente del Bosque,1993/94,12,5,2,5,24:23,17,1.42
594,Vicente del Bosque,1995/96,1,1,0,0,5:0,3,3.00
595,Vicente del Bosque,1999/00,48,23,13,12,70:55,82,1.71
596,Vicente del Bosque,2000/01,57,33,10,14,119:69,109,1.91
597,Vicente del Bosque,2001/02,66,37,13,16,128:68,124,1.88
598,Vicente del Bosque,2002/03,62,34,19,9,144:76,121,1.95
599,Vicente del Bosque,2004/05,25,11,7,7,51:36,40,1.60
600,Vicente del Bosque,2007/08,6,3,0,3,8:7,9,1.50
601,Vicente del Bosque,2008/09,19,18,0,1,53:9,54,2.84
602,Vicente del Bosque,2009/10,14,13,0,1,30:8,39,2.79
603,Vicente del Bosque,2010/11,13,10,1,2,35:15,31,2.38
604,Vicente del Bosque,2011/12,15,11,2,2,35:11,35,2.33
605,Vicente del Bosque,2012/13,19,16,2,1,55:17,50,2.63
606,Vicente del Bosque,2013/14,10,6,1,3,15:11,19,1.90
607,Vicente del Bosque,2014/15,14,10,0,4,25:8,30,2.14
608,Vicente del Bosque,2015/16,10,5,2,3,17:8,17,1.70
609,Nuno Espírito Santo,2012/13,38,16,7,15,47:54,55,1.45
610,Nuno Espírito Santo,2013/14,42,16,10,16,40:43,58,1.38
611,Nuno Espírito Santo,2014/15,42,24,12,6,78:40,84,2.00
612,Nuno Espírito Santo,2015/16,20,8,4,8,26:20,28,1.40
613,Nuno Espírito Santo,2016/17,49,27,15,7,90:31,96,1.96
614,Nuno Espírito Santo,2017/18,52,33,10,9,88:45,109,2.10
615,Nuno Espírito Santo,2018/19,46,21,10,15,62:58,73,1.59
616,Nuno Espírito Santo,2019/20,59,28,17,14,95:60,101,1.71
617,Nuno Espírito Santo,2020/21,42,14,9,19,38:55,51,1.21
618,Nuno Espírito Santo,2021/22,17,9,1,7,25:25,28,1.65
619,Nuno Espírito Santo,2022/23,36,26,6,4,75:24,84,2.33
620,Nuno Espírito Santo,2023/24,44,19,9,16,82:65,66,1.50
621,Louis van Gaal,1992/93,47,32,9,6,129:43,105,2.23
622,Louis van Gaal,1993/94,45,33,3,9,122:37,102,2.27
623,Louis van Gaal,1994/95,49,37,11,1,134:35,122,2.49
624,Louis van Gaal,1995/96,51,38,7,6,135:38,121,2.37
625,Louis van Gaal,1996/97,46,22,11,13,69:48,77,1.67
626,Louis van Gaal,1997/98,57,34,9,14,116:87,111,1.95
627,Louis van Gaal,1998/99,50,28,9,13,108:62,93,1.86
628,Louis van Gaal,1999/00,63,34,13,16,128:77,115,1.83
629,Louis van Gaal,2000/01,17,9,4,4,40:18,31,1.82
630,Louis van Gaal,2001/02,2,1,1,0,3:1,4,2.00
631,Louis van Gaal,2002/03,30,16,5,9,51:34,53,1.77
632,Louis van Gaal,2005/06,45,29,6,10,94:48,93,2.07
633,Louis van Gaal,2006/07,54,31,15,8,147:67,108,2.00
634,Louis van Gaal,2007/08,41,13,12,16,54:60,51,1.24
635,Louis van Gaal,2008/09,38,28,5,5,74:24,89,2.34
636,Louis van Gaal,2009/10,53,33,11,9,116:49,110,2.08
637,Louis van Gaal,2010/11,43,26,7,10,98:49,85,1.98
638,Louis van Gaal,2012/13,15,11,3,1,42:10,36,2.40
639,Louis van Gaal,2013/14,14,8,4,2,28:17,28,2.00
640,Louis van Gaal,2014/15,44,23,11,10,71:44,80,1.82
641,Louis van Gaal,2015/16,59,31,13,15,88:57,106,1.80
642,Louis van Gaal,2020/21,7,5,2,0,22:4,17,2.43
643,Louis van Gaal,2021/22,8,5,2,1,19:11,17,2.13
644,Louis van Gaal,2022/23,6,5,1,0,14:6,16,2.67
645,Julen Lopetegui,2003/04,1,0,0,1,0:2,0,0.00
646,Julen Lopetegui,2008/09,38,18,9,11,60:45,63,1.66
647,Julen Lopetegui,2010/11,11,9,1,1,35:15,28,2.55
648,Julen Lopetegui,2011/12,10,9,0,1,26:10,27,2.70
649,Julen Lopetegui,2012/13,23,19,2,2,57:22,59,2.57
650,Julen Lopetegui,2013/14,7,7,0,0,24:5,21,3.00
651,Julen Lopetegui,2014/15,52,36,11,5,113:33,119,2.29
652,Julen Lopetegui,2015/16,26,17,5,4,46:21,56,2.15
653,Julen Lopetegui,2016/17,14,11,3,0,44:7,36,2.57
654,Julen Lopetegui,2017/18,6,3,3,0,17:6,12,2.00
655,Julen Lopetegui,2018/19,14,6,2,6,21:20,20,1.43
656,Julen Lopetegui,2019/20,54,31,15,8,87:45,108,2.00
657,Julen Lopetegui,2020/21,54,34,7,13,79:51,109,2.02
658,Julen Lopetegui,2021/22,52,24,19,9,73:47,91,1.75
659,Julen Lopetegui,2022/23,37,11,8,18,39:63,41,1.11
660,Manuel Pellegrini,1993/94,3,3,0,0,8:1,9,3.00
661,Manuel Pellegrini,1994/95,9,4,1,4,17:19,13,1.44
662,Manuel Pellegrini,1995/96,6,1,1,4,6:13,4,0.67
663,Manuel Pellegrini,1998/99,8,3,2,3,15:14,11,1.38
664,Manuel Pellegrini,1999/00,6,0,2,4,3:13,2,0.33
665,Manuel Pellegrini,2000/01,33,23,4,6,70:32,73,2.21
666,Manuel Pellegrini,2001/02,46,16,16,14,58:54,64,1.39
667,Manuel Pellegrini,2002/03,56,36,8,12,115:64,116,2.07
668,Manuel Pellegrini,2003/04,19,6,5,8,22:26,23,1.21
669,Manuel Pellegrini,2004/05,58,31,17,10,105:48,110,1.90
670,Manuel Pellegrini,2005/06,54,19,22,13,62:51,79,1.46
671,Manuel Pellegrini,2006/07,44,20,9,15,55:50,69,1.57
672,Manuel Pellegrini,2007/08,52,33,7,12,86:51,106,2.04
673,Manuel Pellegrini,2008/09,50,21,17,12,75:73,80,1.60
674,Manuel Pellegrini,2009/10,48,36,5,7,119:48,113,2.35
675,Manuel Pellegrini,2010/11,31,12,6,13,46:56,42,1.35
676,Manuel Pellegrini,2011/12,42,18,8,16,59:59,62,1.48
677,Manuel Pellegrini,2012/13,56,23,16,17,84:71,85,1.52
678,Manuel Pellegrini,2013/14,57,41,6,10,156:58,129,2.26
679,Manuel Pellegrini,2014/15,50,28,9,13,102:56,93,1.86
680,Manuel Pellegrini,2015/16,66,33,14,19,127:77,113,1.71
681,Manuel Pellegrini,2016/17,32,16,7,9,56:39,55,1.72
682,Manuel Pellegrini,2017/18,13,5,3,5,22:19,18,1.38
683,Manuel Pellegrini,2018/19,43,18,7,18,68:63,61,1.42
684,Manuel Pellegrini,2019/20,21,6,4,11,23:36,22,1.05
685,Manuel Pellegrini,2020/21,43,21,10,12,62:57,73,1.70
686,Manuel Pellegrini,2021/22,56,30,12,14,105:67,102,1.82
687,Manuel Pellegrini,2022/23,49,23,10,16,71:63,79,1.61
688,Manuel Pellegrini,2023/24,49,19,16,14,72:57,73,1.49
689,Ernesto Valverde,2002/03,4,2,0,2,3:6,6,1.50
690,Ernesto Valverde,2003/04,38,15,11,12,53:49,56,1.47
691,Ernesto Valverde,2004/05,53,22,11,20,91:72,77,1.45
692,Ernesto Valverde,2006/07,57,23,17,17,82:73,86,1.51
693,Ernesto Valverde,2007/08,42,14,11,17,51:60,53,1.26
694,Ernesto Valverde,2008/09,47,32,6,9,95:45,102,2.17
695,Ernesto Valverde,2009/10,32,13,7,12,51:40,46,1.44
696,Ernesto Valverde,2010/11,34,26,2,6,68:20,80,2.35
697,Ernesto Valverde,2011/12,46,34,5,7,95:27,107,2.33
698,Ernesto Valverde,2012/13,31,17,7,7,57:38,58,1.87
699,Ernesto Valverde,2013/14,44,22,10,12,73:44,76,1.73
700,Ernesto Valverde,2014/15,57,22,16,19,66:63,82,1.44
701,Ernesto Valverde,2015/16,62,31,13,18,109:75,106,1.71
702,Ernesto Valverde,2016/17,50,26,7,17,74:63,85,1.70
703,Ernesto Valverde,2017/18,59,41,13,5,141:42,136,2.31
704,Ernesto Valverde,2018/19,60,40,13,7,138:56,133,2.22
705,Ernesto Valverde,2019/20,26,16,6,4,60:30,54,2.08
706,Ernesto Valverde,2022/23,45,19,10,16,61:47,67,1.49
707,Ernesto Valverde,2023/24,46,27,11,8,84:43,92,2.00
708,Jorge Sampaoli,2003/04,2,1,0,1,2:4,3,1.50
709,Jorge Sampaoli,2005/06,4,2,0,2,5:5,6,1.50
710,Jorge Sampaoli,2006/07,18,5,6,7,23:33,21,1.17
711,Jorge Sampaoli,2008/09,10,1,4,5,9:18,7,0.70
712,Jorge Sampaoli,2009/10,12,3,3,6,13:13,12,1.00
713,Jorge Sampaoli,2010/11,66,44,17,5,134:52,149,2.26
714,Jorge Sampaoli,2011/12,76,42,17,17,162:97,143,1.88
715,Jorge Sampaoli,2012/13,4,3,1,0,9:4,10,2.50
716,Jorge Sampaoli,2013/14,13,7,2,4,28:14,23,1.77
717,Jorge Sampaoli,2014/15,15,10,2,3,33:14,32,2.13
718,Jorge Sampaoli,2015/16,9,4,4,1,14:11,16,1.78
719,Jorge Sampaoli,2016/17,55,29,12,14,104:71,99,1.80
720,Jorge Sampaoli,2017/18,9,4,1,4,16:19,13,1.44
721,Jorge Sampaoli,2018/19,64,34,15,15,108:62,117,1.83
722,Jorge Sampaoli,2019/20,45,26,9,10,80:49,87,1.93
723,Jorge Sampaoli,2020/21,11,6,3,2,20:15,21,1.91
724,Jorge Sampaoli,2021/22,56,31,13,12,98:62,106,1.89
725,Jorge Sampaoli,2022/23,70,33,17,20,107:79,116,1.66
726,Unai Emery,2004/05,2,1,0,1,4:3,3,1.50
727,Unai Emery,2005/06,6,3,3,0,9:6,12,2.00
728,Unai Emery,2006/07,10,2,1,7,10:18,7,0.70
729,Unai Emery,2007/08,40,14,11,15,43:48,53,1.33
730,Unai Emery,2008/09,54,26,14,14,102:75,92,1.70
731,Unai Emery,2009/10,56,28,17,11,94:63,101,1.80
732,Unai Emery,2010/11,50,26,12,12,90:57,90,1.80
733,Unai Emery,2011/12,60,27,15,18,99:67,96,1.60
734,Unai Emery,2012/13,50,21,9,20,88:76,72,1.44
735,Unai Emery,2013/14,59,31,13,15,116:75,106,1.80
736,Unai Emery,2014/15,60,39,10,11,119:67,127,2.12
737,Unai Emery,2015/16,63,28,14,21,107:82,98,1.56
738,Unai Emery,2016/17,57,42,9,6,141:44,135,2.37
739,Unai Emery,2017/18,57,45,6,6,171:48,141,2.47
740,Unai Emery,2018/19,58,35,8,15,112:71,113,1.95
741,Unai Emery,2019/20,20,8,7,5,44:34,31,1.55
742,Unai Emery,2020/21,58,32,15,11,114:65,111,1.91
743,Unai Emery,2021/22,54,23,14,17,105:63,83,1.54
744,Unai Emery,2022/23,44,26,7,11,75:45,85,1.93
745,Unai Emery,2023/24,56,29,12,15,112:85,99,1.77
746,Imanol Alguacil,2014/15,24,7,8,9,28:37,29,1.21
747,Imanol Alguacil,2015/16,38,16,12,10,58:44,60,1.58
748,Imanol Alguacil,2016/17,38,13,13,12,55:43,52,1.37
749,Imanol Alguacil,2017/18,39,21,8,10,50:29,71,1.82
750,Imanol Alguacil,2018/19,41,14,14,13,52:48,56,1.37
751,Imanol Alguacil,2019/20,46,24,8,14,81:53,80,1.74
752,Imanol Alguacil,2020/21,49,20,15,14,70:53,75,1.53
753,Imanol Alguacil,2021/22,51,23,15,13,64:54,84,1.65
754,Imanol Alguacil,2022/23,51,30,9,12,72:41,99,1.94
755,Imanol Alguacil,2023/24,53,24,16,13,71:52,88,1.66
756,Raynald Denoueix,1997/98,39,12,9,18,40:46,45,1.15
757,Raynald Denoueix,1998/99,41,18,12,11,54:41,66,1.61
758,Raynald Denoueix,1999/00,48,23,8,17,75:56,77,1.60
759,Raynald Denoueix,2000/01,52,35,5,12,112:64,110,2.12
760,Raynald Denoueix,2001/02,30,9,6,15,30:39,33,1.10
761,Raynald Denoueix,2002/03,39,22,10,7,72:48,76,1.95
762,Raynald Denoueix,2003/04,47,14,16,17,59:64,58,1.23
763,Raynald Denoueix,2005/06,1,1,0,0,2:1,3,3.00
764,Ronald Koeman,1999/00,23,12,6,5,45:27,42,1.83
765,Ronald Koeman,2000/01,41,19,13,9,68:52,70,1.71
766,Ronald Koeman,2001/02,39,24,10,5,72:31,82,2.10
767,Ronald Koeman,2002/03,52,32,13,7,118:48,109,2.10
768,Ronald Koeman,2003/04,44,28,7,9,90:43,91,2.07
769,Ronald Koeman,2004/05,32,17,6,9,60:37,57,1.78
770,Ronald Koeman,2005/06,46,26,10,10,62:36,88,1.91
771,Ronald Koeman,2006/07,49,30,9,10,92:41,99,2.02
772,Ronald Koeman,2007/08,48,20,12,16,64:54,72,1.50
773,Ronald Koeman,2009/10,23,10,4,9,39:29,34,1.48
774,Ronald Koeman,2011/12,36,22,7,7,75:39,73,2.03
775,Ronald Koeman,2012/13,42,24,7,11,84:57,79,1.88
776,Ronald Koeman,2013/14,40,23,7,10,91:52,76,1.90
777,Ronald Koeman,2014/15,45,22,7,16,65:41,73,1.62
778,Ronald Koeman,2015/16,46,22,10,14,75:52,76,1.65
779,Ronald Koeman,2016/17,41,18,10,13,67:48,64,1.56
780,Ronald Koeman,2017/18,21,7,6,8,23:29,27,1.29
781,Ronald Koeman,2018/19,16,10,3,3,38:15,33,2.06
782,Ronald Koeman,2020/21,54,35,8,11,125:60,113,2.09
783,Ronald Koeman,2021/22,13,5,3,5,16:17,18,1.38
784,Ronald Koeman,2022/23,10,6,0,4,21:14,18,1.80
785,Ronald Koeman,2023/24,6,4,1,1,15:3,13,2.17
786,Javier Irureta,1992/93,22,7,7,8,29:25,28,1.27
787,Javier Irureta,1993/94,42,17,9,16,53:49,60,1.43
788,Javier Irureta,1994/95,33,12,9,12,30:36,45,1.36
789,Javier Irureta,1995/96,28,13,9,6,45:29,48,1.71
790,Javier Irureta,1996/97,44,18,10,16,51:49,64,1.45
791,Javier Irureta,1997/98,38,17,9,12,54:47,60,1.58
792,Javier Irureta,1998/99,43,19,14,10,62:47,71,1.65
793,Javier Irureta,1999/00,47,26,7,14,82:57,85,1.81
794,Javier Irureta,2000/01,55,29,13,13,95:61,100,1.82
795,Javier Irureta,2001/02,54,27,13,14,88:61,94,1.74
796,Javier Irureta,2002/03,54,30,8,16,92:71,98,1.81
797,Javier Irureta,2003/04,51,27,11,13,78:51,92,1.80
798,Javier Irureta,2004/05,46,13,18,15,49:59,57,1.24
799,Javier Irureta,2006/07,15,3,4,8,15:18,13,0.87
800,Javier Irureta,2007/08,6,1,1,4,5:12,4,0.67
801,Jorge Valdano,1992/93,38,15,14,9,59:47,59,1.55
802,Jorge Valdano,1993/94,50,21,9,20,71:75,72,1.44
803,Jorge Valdano,1994/95,46,26,10,10,89:41,88,1.91
804,Jorge Valdano,1995/96,33,14,7,12,54:46,49,1.48
805,Jorge Valdano,1996/97,33,11,11,11,47:45,44,1.33
806,Jorge Valdano,1997/98,3,0,0,3,2:7,0,0.00
807,Lorenzo Serra Ferrer,1992/93,11,6,2,3,16:12,20,1.82
808,Lorenzo Serra Ferrer,1993/94,3,3,0,0,8:0,9,3.00
809,Lorenzo Serra Ferrer,1994/95,34,16,12,6,46:21,60,1.76
810,Lorenzo Serra Ferrer,1995/96,50,21,15,14,73:62,78,1.56
811,Lorenzo Serra Ferrer,1996/97,45,23,14,8,88:49,83,1.84
812,Lorenzo Serra Ferrer,2000/01,51,25,14,12,105:67,89,1.75
813,Lorenzo Serra Ferrer,2004/05,42,19,15,8,73:58,72,1.71
814,Lorenzo Serra Ferrer,2005/06,56,15,17,24,46:72,62,1.11
815,Lorenzo Serra Ferrer,2006/07,41,22,10,9,75:46,76,1.85
816,Lorenzo Serra Ferrer,2007/08,29,16,2,11,47:26,50,1.72
817,Pep Guardiola,2008/09,62,42,13,7,158:55,139,2.24
818,Pep Guardiola,2009/10,59,45,10,4,138:39,145,2.46
819,Pep Guardiola,2010/11,62,45,11,6,152:39,146,2.35
820,Pep Guardiola,2011/12,64,47,13,4,190:48,154,2.41
821,Pep Guardiola,2013/14,56,45,5,6,155:48,140,2.50
822,Pep Guardiola,2014/15,52,37,5,10,128:41,116,2.23
823,Pep Guardiola,2015/16,53,42,6,5,131:39,132,2.49
824,Pep Guardiola,2016/17,56,33,13,10,122:60,112,2.00
825,Pep Guardiola,2017/18,57,46,4,7,151:50,142,2.49
826,Pep Guardiola,2018/19,61,52,3,6,176:43,159,2.61
827,Pep Guardiola,2019/20,59,42,5,12,154:57,131,2.22
828,Pep Guardiola,2020/21,61,47,6,8,131:42,147,2.41
829,Pep Guardiola,2021/22,58,41,8,9,153:55,131,2.26
830,Pep Guardiola,2022/23,61,44,10,7,151:46,142,2.33
831,Pep Guardiola,2023/24,59,44,8,7,158:66,140,2.37
832,Hansi Flick,2000/01,34,21,9,4,80:33,72,2.12
833,Hansi Flick,2001/02,34,11,9,14,53:49,42,1.24
834,Hansi Flick,2002/03,38,16,10,12,65:50,58,1.53
835,Hansi Flick,2003/04,38,18,7,13,65:64,61,1.61
836,Hansi Flick,2004/05,35,14,8,13,58:51,50,1.43
837,Hansi Flick,2005/06,16,8,3,5,23:14,27,1.69
838,Hansi Flick,2019/20,36,33,1,2,116:26,100,2.78
839,Hansi Flick,2020/21,57,44,7,6,175:67,139,2.44
840,Hansi Flick,2021/22,10,3,3,4,16:15,12,1.20
841,Hansi Flick,2022/23,7,2,4,1,12:9,10,1.43
842,Hansi Flick,2023/24,1,0,0,1,1:4,0,0.00
843,Xabi Alonso,2019/20,28,12,8,8,47:35,44,1.57
844,Xabi Alonso,2020/21,28,18,5,5,50:24,59,2.11
845,Xabi Alonso,2021/22,42,10,10,22,43:61,40,0.95
846,Xabi Alonso,2022/23,37,17,10,10,69:49,61,1.65
847,Xabi Alonso,2023/24,53,43,9,1,144:42,138,2.60
848,Ottmar Hitzfeld,1992/93,49,28,5,16,100:71,89,1.82
849,Ottmar Hitzfeld,1993/94,44,20,12,12,61:53,72,1.64
850,Ottmar Hitzfeld,1994/95,46,26,10,10,87:48,88,1.91
851,Ottmar Hitzfeld,1995/96,47,25,14,8,94:55,89,1.89
852,Ottmar Hitzfeld,1996/97,47,29,7,11,94:59,94,2.00
853,Ottmar Hitzfeld,1998/99,55,38,10,7,130:52,124,2.25
854,Ottmar Hitzfeld,1999/00,57,37,12,8,117:51,123,2.16
