,Name,Season,Matches,W,D,L,Goals,Points,PPM
6639,Davide Ballardini,2006/07,8,1,2,5,8:12,5,0.63
6640,Davide Ballardini,2007/08,22,9,5,8,27:27,32,1.45
6641,Davide Ballardini,2008/09,37,17,6,14,56:47,57,1.54
6642,Davide Ballardini,2009/10,34,9,10,15,35:39,37,1.09
6643,Davide Ballardini,2010/11,30,12,7,11,42:40,43,1.43
6644,Davide Ballardini,2011/12,18,4,6,8,18:27,18,1.00
6645,Davide Ballardini,2012/13,17,4,9,4,17:18,21,1.24
6646,Davide Ballardini,2013/14,20,2,8,10,11:25,14,0.70
6647,Davide Ballardini,2015/16,14,5,3,6,18:24,18,1.29
6648,Davide Ballardini,2016/17,3,1,1,1,2:2,4,1.33
6649,Davide Ballardini,2017/18,28,11,5,12,24:26,38,1.36
6650,Davide Ballardini,2018/19,8,5,0,3,16:14,15,1.88
6651,Davide Ballardini,2020/21,26,9,8,9,37:35,35,1.35
6652,Davide Ballardini,2021/22,13,2,6,5,20:26,12,0.92
6653,Davide Ballardini,2022/23,24,7,6,11,32:46,27,1.13
6654,Davide Ballardini,2023/24,18,4,7,7,18:26,19,1.06
6655,Giuseppe Papadopulo,1992/93,35,13,18,4,35:23,57,1.63
6656,Giuseppe Papadopulo,1993/94,40,9,19,12,36:43,46,1.15
6657,Giuseppe Papadopulo,1994/95,31,15,12,4,50:28,57,1.84
6658,Giuseppe Papadopulo,1995/96,37,19,11,7,53:32,68,1.84
6659,Giuseppe Papadopulo,1996/97,36,18,13,5,43:16,67,1.86
6660,Giuseppe Papadopulo,1997/98,42,13,15,14,49:52,54,1.29
6661,Giuseppe Papadopulo,1998/99,21,5,6,10,20:24,21,1.00
6662,Giuseppe Papadopulo,1999/00,12,4,3,5,10:15,15,1.25
6663,Giuseppe Papadopulo,2000/01,34,14,8,12,45:43,50,1.47
6664,Giuseppe Papadopulo,2001/02,34,13,9,12,38:36,48,1.41
6665,Giuseppe Papadopulo,2002/03,41,17,18,6,48:31,69,1.68
6666,Giuseppe Papadopulo,2003/04,38,10,10,18,47:58,40,1.05
6667,Giuseppe Papadopulo,2004/05,23,8,6,9,32:32,30,1.30
6668,Giuseppe Papadopulo,2005/06,23,11,5,7,28:24,38,1.65
6669,Giuseppe Papadopulo,2006/07,24,11,5,8,32:23,38,1.58
6670,Giuseppe Papadopulo,2007/08,47,26,15,6,80:37,93,1.98
6671,Giuseppe Papadopulo,2008/09,7,3,2,2,10:9,11,1.57
6672,Giuseppe Papadopulo,2009/10,9,1,3,5,12:17,6,0.67
6673,Giuseppe Papadopulo,2010/11,2,0,0,2,0:3,0,0.00
6674,Renzo Ulivieri,1992/93,33,14,15,4,34:21,57,1.73
6675,Renzo Ulivieri,1993/94,41,10,20,11,32:37,50,1.22
6676,Renzo Ulivieri,1994/95,35,24,9,2,59:18,81,2.31
6677,Renzo Ulivieri,1995/96,45,20,19,6,58:34,79,1.76
6678,Renzo Ulivieri,1996/97,40,17,11,12,61:50,62,1.55
6679,Renzo Ulivieri,1997/98,38,13,14,11,67:55,53,1.39
6680,Renzo Ulivieri,1998/99,37,11,16,10,40:38,49,1.32
6681,Renzo Ulivieri,1999/00,38,9,13,16,42:55,40,1.05
6682,Renzo Ulivieri,2000/01,22,12,3,7,37:20,39,1.77
6683,Renzo Ulivieri,2001/02,14,5,6,3,15:12,21,1.50
6684,Renzo Ulivieri,2002/03,16,1,7,8,10:27,10,0.63
6685,Renzo Ulivieri,2003/04,12,4,3,5,13:9,15,1.25
6686,Renzo Ulivieri,2004/05,34,13,9,12,46:39,48,1.41
6687,Renzo Ulivieri,2005/06,27,12,9,6,39:24,45,1.67
6688,Renzo Ulivieri,2006/07,35,16,8,11,43:35,56,1.60
6689,Renzo Ulivieri,2007/08,18,4,5,9,16:29,17,0.94
6690,Roberto De Zerbi,2013/14,22,5,5,12,26:38,20,0.91
6691,Roberto De Zerbi,2014/15,39,18,13,8,63:37,67,1.72
6692,Roberto De Zerbi,2015/16,49,29,10,10,103:62,97,1.98
6693,Roberto De Zerbi,2016/17,15,2,2,11,17:33,8,0.53
6694,Roberto De Zerbi,2017/18,29,6,3,20,31:62,21,0.72
6695,Roberto De Zerbi,2018/19,41,11,16,14,60:64,49,1.20
6696,Roberto De Zerbi,2019/20,40,15,9,16,71:65,54,1.35
6697,Roberto De Zerbi,2020/21,39,17,11,11,64:58,62,1.59
6698,Roberto De Zerbi,2021/22,30,20,5,5,64:26,65,2.17
6699,Roberto De Zerbi,2022/23,39,19,7,13,86:62,64,1.64
6700,Roberto De Zerbi,2023/24,50,19,13,18,75:77,70,1.40
6701,Emiliano Mondonico,1992/93,48,15,22,11,61:56,67,1.40
6702,Emiliano Mondonico,1993/94,49,17,17,15,57:49,68,1.39
6703,Emiliano Mondonico,1994/95,41,19,15,7,52:38,72,1.76
6704,Emiliano Mondonico,1995/96,42,15,7,20,52:61,52,1.24
6705,Emiliano Mondonico,1996/97,35,11,11,13,45:48,44,1.26
6706,Emiliano Mondonico,1997/98,40,9,13,18,37:58,40,1.00
6707,Emiliano Mondonico,1998/99,42,21,9,12,63:41,72,1.71
6708,Emiliano Mondonico,1999/00,36,9,12,15,38:51,39,1.08
6709,Emiliano Mondonico,2000/01,28,8,10,10,29:37,34,1.21
6710,Emiliano Mondonico,2001/02,26,9,5,12,30:37,32,1.23
6711,Emiliano Mondonico,2002/03,10,2,3,5,9:14,9,0.90
6712,Emiliano Mondonico,2003/04,22,13,5,4,26:16,44,2.00
6713,Emiliano Mondonico,2004/05,12,3,7,2,13:9,16,1.33
6714,Emiliano Mondonico,2005/06,18,8,4,6,26:26,28,1.56
6715,Emiliano Mondonico,2006/07,44,12,20,12,49:51,56,1.27
6716,Emiliano Mondonico,2007/08,38,17,14,7,53:40,65,1.71
6717,Emiliano Mondonico,2008/09,10,1,7,2,9:11,10,1.00
6718,Emiliano Mondonico,2009/10,36,13,11,12,52:47,50,1.39
6719,Emiliano Mondonico,2010/11,45,14,12,19,60:69,54,1.20
6720,Emiliano Mondonico,2011/12,6,1,2,3,3:6,5,0.83
6721,Gian Piero Ventura,1992/93,35,14,13,8,36:25,55,1.57
6722,Gian Piero Ventura,1993/94,6,2,3,1,7:7,9,1.50
6723,Gian Piero Ventura,1994/95,18,6,3,9,22:23,21,1.17
6724,Gian Piero Ventura,1995/96,37,18,13,6,53:34,67,1.81
6725,Gian Piero Ventura,1996/97,39,16,15,8,52:41,63,1.62
6726,Gian Piero Ventura,1997/98,42,16,20,6,60:43,68,1.62
6727,Gian Piero Ventura,1998/99,38,12,9,17,53:55,45,1.18
6728,Gian Piero Ventura,1999/00,46,22,11,13,58:49,77,1.67
6729,Gian Piero Ventura,2001/02,22,6,5,11,19:30,23,1.05
6730,Gian Piero Ventura,2002/03,38,14,12,12,47:46,54,1.42
6731,Gian Piero Ventura,2003/04,18,8,5,5,33:19,29,1.61
6732,Gian Piero Ventura,2004/05,19,7,6,6,22:21,27,1.42
6733,Gian Piero Ventura,2005/06,7,1,0,6,4:16,3,0.43
6734,Gian Piero Ventura,2006/07,26,10,8,8,29:29,38,1.46
6735,Gian Piero Ventura,2007/08,46,20,14,12,65:51,74,1.61
6736,Gian Piero Ventura,2008/09,36,11,9,16,40:48,42,1.17
6737,Gian Piero Ventura,2009/10,39,13,11,15,54:55,50,1.28
6738,Gian Piero Ventura,2010/11,27,5,5,17,21:44,20,0.74
6739,Gian Piero Ventura,2011/12,44,25,11,8,58:29,86,1.95
6740,Gian Piero Ventura,2012/13,40,9,16,15,50:59,43,1.08
6741,Gian Piero Ventura,2013/14,39,15,12,12,59:50,57,1.46
6742,Gian Piero Ventura,2014/15,53,22,16,15,72:57,82,1.55
6743,Gian Piero Ventura,2015/16,41,14,9,18,60:61,51,1.24
6744,Gian Piero Ventura,2016/17,14,9,3,2,27:12,30,2.14
6745,Gian Piero Ventura,2017/18,2,0,1,1,0:1,1,0.50
6746,Gian Piero Ventura,2018/19,4,0,1,3,4:11,1,0.25
6747,Gian Piero Ventura,2019/20,40,15,10,15,56:55,55,1.38
6748,Luigi De Canio,1993/94,22,5,12,5,15:17,27,1.23
6749,Luigi De Canio,1994/95,37,16,17,4,45:29,65,1.76
6750,Luigi De Canio,1995/96,34,12,9,13,38:33,45,1.32
6751,Luigi De Canio,1996/97,37,16,10,11,47:30,58,1.57
6752,Luigi De Canio,1997/98,40,11,12,17,37:52,45,1.13
6753,Luigi De Canio,1998/99,35,17,9,9,48:37,60,1.71
6754,Luigi De Canio,1999/00,42,18,12,12,64:52,66,1.57
6755,Luigi De Canio,2000/01,39,19,3,17,62:56,60,1.54
6756,Luigi De Canio,2001/02,41,17,13,11,52:45,64,1.56
6757,Luigi De Canio,2002/03,30,11,7,12,35:42,40,1.33
6758,Luigi De Canio,2003/04,43,13,16,14,57:57,55,1.28
6759,Luigi De Canio,2004/05,25,8,10,7,38:39,34,1.36
6760,Luigi De Canio,2005/06,41,11,12,18,45:65,45,1.10
6761,Luigi De Canio,2007/08,35,12,11,12,50:46,47,1.34
6762,Luigi De Canio,2008/09,11,1,4,6,15:26,7,0.64
6763,Luigi De Canio,2009/10,44,21,15,8,72:53,78,1.77
6764,Luigi De Canio,2010/11,40,12,8,20,50:70,44,1.10
6765,Luigi De Canio,2011/12,5,2,0,3,6:7,6,1.20
6766,Luigi De Canio,2012/13,9,2,3,4,12:17,9,1.00
6767,Luigi De Canio,2013/14,12,2,2,8,8:25,8,0.67
6768,Luigi De Canio,2015/16,9,2,3,4,10:16,9,1.00
6769,Luigi De Canio,2017/18,16,4,3,9,23:27,15,0.94
6770,Luigi De Canio,2018/19,22,10,6,6,35:25,36,1.64
6771,Giuseppe Pillon,1995/96,34,19,11,4,61:28,68,2.00
6772,Giuseppe Pillon,1996/97,34,16,12,6,47:29,60,1.76
6773,Giuseppe Pillon,1997/98,20,3,5,12,13:28,14,0.70
6774,Giuseppe Pillon,1998/99,9,2,2,5,8:13,8,0.89
6775,Giuseppe Pillon,1999/00,12,5,3,4,13:15,18,1.50
6776,Giuseppe Pillon,2000/01,20,5,6,9,23:29,21,1.05
6777,Giuseppe Pillon,2001/02,39,19,14,6,59:35,71,1.82
6778,Giuseppe Pillon,2002/03,41,14,10,17,49:57,52,1.27
6779,Giuseppe Pillon,2003/04,35,12,7,16,34:43,43,1.23
6780,Giuseppe Pillon,2004/05,34,16,8,10,50:36,56,1.65
6781,Giuseppe Pillon,2005/06,41,15,15,11,60:50,60,1.46
6782,Giuseppe Pillon,2006/07,10,1,2,7,9:17,5,0.50
6783,Giuseppe Pillon,2007/08,44,12,12,20,48:60,48,1.09
6784,Giuseppe Pillon,2008/09,18,3,7,8,11:23,16,0.89
6785,Giuseppe Pillon,2009/10,25,11,6,8,37:29,39,1.56
6786,Giuseppe Pillon,2010/11,29,11,8,10,37:37,41,1.41
6787,Giuseppe Pillon,2011/12,9,2,3,4,8:9,9,1.00
6788,Giuseppe Pillon,2012/13,11,5,2,4,11:11,17,1.55
6789,Giuseppe Pillon,2013/14,13,5,5,3,17:12,20,1.54
6790,Giuseppe Pillon,2014/15,2,0,0,2,1:3,0,0.00
6791,Giuseppe Pillon,2015/16,21,11,6,4,35:17,39,1.86
6792,Giuseppe Pillon,2016/17,9,5,3,1,16:12,18,2.00
6793,Giuseppe Pillon,2017/18,9,2,5,2,11:10,11,1.22
6794,Giuseppe Pillon,2018/19,40,15,14,11,56:53,59,1.48
6795,Giuseppe Pillon,2019/20,5,1,1,3,5:7,4,0.80
6796,Giuseppe Pillon,2020/21,26,9,11,6,32:27,38,1.46
6797,Stefano Colantuono,2001/02,13,11,1,1,26:11,34,2.62
6798,Stefano Colantuono,2002/03,36,15,14,7,47:28,59,1.64
6799,Stefano Colantuono,2003/04,5,3,1,1,10:4,10,2.00
6800,Stefano Colantuono,2004/05,50,25,12,13,64:39,87,1.74
6801,Stefano Colantuono,2005/06,47,28,9,10,69:42,93,1.98
6802,Stefano Colantuono,2006/07,41,14,14,13,64:57,56,1.37
6803,Stefano Colantuono,2007/08,23,8,8,7,28:35,32,1.39
6804,Stefano Colantuono,2008/09,2,0,0,2,2:5,0,0.00
6805,Stefano Colantuono,2009/10,43,20,12,11,56:37,72,1.67
6806,Stefano Colantuono,2010/11,44,23,13,8,64:37,82,1.86
6807,Stefano Colantuono,2011/12,39,13,13,13,44:47,52,1.33
6808,Stefano Colantuono,2012/13,41,13,9,19,44:60,48,1.17
6809,Stefano Colantuono,2013/14,41,17,5,19,49:54,56,1.37
6810,Stefano Colantuono,2014/15,28,7,8,13,27:40,29,1.04
6811,Stefano Colantuono,2015/16,32,10,6,16,32:48,36,1.13
6812,Stefano Colantuono,2016/17,29,9,10,10,26:29,37,1.28
6813,Stefano Colantuono,2017/18,24,7,7,10,24:32,28,1.17
6814,Stefano Colantuono,2018/19,17,6,5,6,24:23,23,1.35
6815,Stefano Colantuono,2021/22,16,2,3,11,11:37,9,0.56
6816,Stefano Colantuono,2023/24,9,0,3,6,9:22,3,0.33
6817,Alessio Dionisi,2014/15,8,0,4,4,3:9,4,0.50
6818,Alessio Dionisi,2015/16,35,11,10,14,34:42,43,1.23
6819,Alessio Dionisi,2016/17,35,16,14,5,50:24,62,1.77
6820,Alessio Dionisi,2017/18,43,19,17,7,55:35,74,1.72
6821,Alessio Dionisi,2018/19,50,22,18,10,72:51,84,1.68
6822,Alessio Dionisi,2019/20,40,13,14,13,40:44,53,1.33
6823,Alessio Dionisi,2020/21,42,22,16,4,79:41,82,1.95
6824,Alessio Dionisi,2021/22,40,14,11,15,66:68,53,1.33
6825,Alessio Dionisi,2022/23,39,12,9,18,49:64,45,1.15
6826,Alessio Dionisi,2023/24,28,7,5,16,42:57,26,0.93
6827,Luigi Cagni,1992/93,39,17,14,8,45:31,65,1.67
6828,Luigi Cagni,1993/94,40,10,16,14,40:50,46,1.15
6829,Luigi Cagni,1994/95,43,21,15,7,62:34,78,1.81
6830,Luigi Cagni,1995/96,35,9,10,16,35:53,37,1.06
6831,Luigi Cagni,1996/97,37,7,10,20,43:67,31,0.84
6832,Luigi Cagni,1997/98,31,11,6,14,42:37,39,1.26
6833,Luigi Cagni,1998/99,33,9,15,9,49:47,42,1.27
6834,Luigi Cagni,1999/00,32,13,9,10,49:47,48,1.50
6835,Luigi Cagni,2000/01,45,20,18,7,72:48,78,1.73
6836,Luigi Cagni,2001/02,7,2,1,4,5:11,7,1.00
6837,Luigi Cagni,2002/03,15,5,2,8,29:30,17,1.13
6838,Luigi Cagni,2003/04,48,18,17,13,52:50,71,1.48
6839,Luigi Cagni,2004/05,20,4,5,11,18:37,17,0.85
6840,Luigi Cagni,2005/06,18,8,2,8,25:26,26,1.44
6841,Luigi Cagni,2006/07,42,16,12,14,44:47,60,1.43
6842,Luigi Cagni,2007/08,22,6,5,11,14:30,23,1.05
6843,Luigi Cagni,2008/09,8,2,3,3,11:10,9,1.13
6844,Luigi Cagni,2011/12,28,9,10,9,36:40,37,1.32
6845,Luigi Cagni,2012/13,15,4,7,4,16:14,19,1.27
6846,Luigi Cagni,2016/17,12,4,7,1,17:15,19,1.58
6847,Walter Zenga,1997/98,6,3,0,3,13:10,9,1.50
6848,Walter Zenga,1998/99,30,10,0,20,58:78,30,1.00
6849,Walter Zenga,2002/03,10,3,2,5,11:11,11,1.10
6850,Walter Zenga,2003/04,5,1,1,3,4:10,4,0.80
6851,Walter Zenga,2004/05,39,21,8,10,59:34,71,1.82
6852,Walter Zenga,2005/06,10,4,4,2,17:10,16,1.60
6853,Walter Zenga,2006/07,20,7,5,8,27:29,26,1.30
6854,Walter Zenga,2007/08,21,7,7,7,28:21,28,1.33
6855,Walter Zenga,2008/09,41,14,7,20,47:55,49,1.20
6856,Walter Zenga,2009/10,14,5,5,4,21:20,20,1.43
6857,Walter Zenga,2010/11,27,12,12,3,50:32,48,1.78
6858,Walter Zenga,2011/12,28,13,8,7,55:44,47,1.68
6859,Walter Zenga,2012/13,31,12,7,12,58:52,43,1.39
6860,Walter Zenga,2013/14,29,12,9,8,50:43,45,1.55
6861,Walter Zenga,2015/16,24,6,5,13,33:52,23,0.96
6862,Walter Zenga,2016/17,17,6,4,7,20:21,22,1.29
6863,Walter Zenga,2017/18,23,6,5,12,29:36,23,1.00
6864,Walter Zenga,2018/19,19,5,7,7,18:22,22,1.16
6865,Walter Zenga,2019/20,13,3,4,6,11:16,13,1.00
6866,Walter Zenga,2023/24,7,1,2,4,8:18,5,0.71
6867,Franco Colomba,1993/94,34,14,16,4,37:22,58,1.71
6868,Franco Colomba,1994/95,36,13,18,5,39:25,57,1.58
6869,Franco Colomba,1995/96,39,15,13,11,47:35,58,1.49
6870,Franco Colomba,1996/97,20,5,6,9,10:20,21,1.05
6871,Franco Colomba,1997/98,42,14,15,13,40:48,57,1.36
6872,Franco Colomba,1998/99,23,4,8,11,15:29,20,0.87
6873,Franco Colomba,1999/00,42,13,16,13,39:44,55,1.31
6874,Franco Colomba,2000/01,38,11,7,20,34:54,40,1.05
6875,Franco Colomba,2001/02,41,20,12,9,53:38,72,1.76
6876,Franco Colomba,2002/03,31,8,12,11,36:42,36,1.16
6877,Franco Colomba,2003/04,12,3,6,3,15:19,15,1.25
6878,Franco Colomba,2004/05,23,8,6,9,29:34,30,1.30
6879,Franco Colomba,2005/06,37,12,11,14,40:52,47,1.27
6880,Franco Colomba,2006/07,8,2,1,5,4:11,7,0.88
6881,Franco Colomba,2007/08,6,0,2,4,3:7,2,0.33
6882,Franco Colomba,2008/09,25,12,4,9,28:27,40,1.60
6883,Franco Colomba,2009/10,30,9,9,12,36:45,36,1.20
6884,Franco Colomba,2010/11,7,4,2,1,9:4,14,2.00
6885,Franco Colomba,2011/12,19,6,4,9,25:34,22,1.16
6886,Franco Colomba,2012/13,13,3,5,5,10:13,14,1.08
6887,Franco Colomba,2013/14,14,4,4,6,12:17,16,1.14
6888,Franco Colomba,2015/16,4,0,0,4,2:7,0,0.00
6889,Rolando Maran,2002/03,37,13,12,12,42:41,51,1.38
6890,Rolando Maran,2003/04,34,11,9,14,34:35,42,1.24
6891,Rolando Maran,2004/05,34,9,14,11,36:37,41,1.21
6892,Rolando Maran,2005/06,36,16,13,7,56:37,61,1.69
6893,Rolando Maran,2006/07,25,7,8,10,21:23,29,1.16
6894,Rolando Maran,2007/08,45,15,12,18,62:74,57,1.27
6895,Rolando Maran,2008/09,44,17,11,16,54:49,62,1.41
6896,Rolando Maran,2009/10,40,12,15,13,38:36,51,1.28
6897,Rolando Maran,2010/11,45,17,9,19,48:58,60,1.33
6898,Rolando Maran,2011/12,39,20,9,10,60:40,69,1.77
6899,Rolando Maran,2012/13,42,18,11,13,59:54,65,1.55
6900,Rolando Maran,2013/14,21,2,6,13,17:36,12,0.57
6901,Rolando Maran,2014/15,31,9,12,10,23:29,39,1.26
6902,Rolando Maran,2015/16,39,13,11,15,43:46,50,1.28
6903,Rolando Maran,2016/17,41,14,7,20,49:62,49,1.20
6904,Rolando Maran,2017/18,37,8,10,19,38:64,34,0.92
6905,Rolando Maran,2018/19,41,12,11,18,40:58,47,1.15
6906,Rolando Maran,2019/20,28,10,8,10,46:46,38,1.36
6907,Rolando Maran,2020/21,15,3,4,8,17:28,13,0.87
6908,Rolando Maran,2022/23,7,0,2,5,8:15,2,0.29
6909,Rolando Maran,2023/24,27,9,11,7,37:32,38,1.41
6910,Marco Giampaolo,2005/06,2,1,0,1,3:2,3,1.50
6911,Marco Giampaolo,2006/07,33,9,12,12,34:37,39,1.18
6912,Marco Giampaolo,2007/08,12,3,3,6,12:19,12,1.00
6913,Marco Giampaolo,2008/09,40,13,8,19,37:46,47,1.18
6914,Marco Giampaolo,2009/10,10,1,2,7,8:15,5,0.50
6915,Marco Giampaolo,2010/11,23,7,7,9,27:31,28,1.22
6916,Marco Giampaolo,2011/12,10,1,3,6,4:12,6,0.60
6917,Marco Giampaolo,2013/14,7,2,3,2,9:8,9,1.29
6918,Marco Giampaolo,2014/15,26,9,10,7,33:30,37,1.42
6919,Marco Giampaolo,2015/16,39,12,10,17,40:50,46,1.18
6920,Marco Giampaolo,2016/17,41,14,12,15,55:59,54,1.32
6921,Marco Giampaolo,2017/18,41,18,6,17,65:64,60,1.46
6922,Marco Giampaolo,2018/19,41,17,8,16,63:54,59,1.44
6923,Marco Giampaolo,2019/20,7,3,0,4,6:9,9,1.29
6924,Marco Giampaolo,2020/21,21,4,7,10,35:41,19,0.90
6925,Marco Giampaolo,2021/22,16,5,1,10,17:23,16,1.00
6926,Marco Giampaolo,2022/23,9,1,2,6,5:16,5,0.56
6927,Giuseppe Materazzi,1992/93,21,8,6,7,25:22,30,1.43
6928,Giuseppe Materazzi,1993/94,39,14,17,8,49:28,59,1.51
6929,Giuseppe Materazzi,1994/95,36,12,9,15,41:45,45,1.25
6930,Giuseppe Materazzi,1995/96,13,2,2,9,16:28,8,0.62
6931,Giuseppe Materazzi,1996/97,26,6,12,8,28:32,30,1.15
6932,Giuseppe Materazzi,1997/98,12,3,2,7,14:21,11,0.92
6933,Giuseppe Materazzi,1998/99,36,12,8,16,52:53,44,1.22
6934,Giuseppe Materazzi,1999/00,15,3,7,5,16:23,16,1.07
6935,Giuseppe Materazzi,2000/01,14,3,5,6,16:21,14,1.00
6936,Giuseppe Materazzi,2001/02,15,1,5,9,15:31,8,0.53
6937,Giuseppe Materazzi,2006/07,18,5,6,7,19:24,21,1.17
6938,Giuseppe Materazzi,2007/08,22,6,8,8,22:31,26,1.18
6939,Giuseppe Materazzi,2008/09,9,1,5,3,10:14,8,0.89
6940,Giuseppe Iachini,2002/03,36,16,12,8,50:31,60,1.67
6941,Giuseppe Iachini,2003/04,47,12,21,14,49:52,57,1.21
6942,Giuseppe Iachini,2004/05,45,18,9,18,49:46,63,1.40
6943,Giuseppe Iachini,2005/06,45,15,15,15,60:55,60,1.33
6944,Giuseppe Iachini,2006/07,44,21,8,15,61:55,71,1.61
6945,Giuseppe Iachini,2007/08,43,24,13,6,77:44,85,1.98
6946,Giuseppe Iachini,2008/09,11,1,3,7,7:18,6,0.55
6947,Giuseppe Iachini,2009/10,38,19,9,10,54:39,66,1.74
6948,Giuseppe Iachini,2010/11,33,6,11,16,30:47,29,0.88
6949,Giuseppe Iachini,2011/12,31,15,10,6,37:24,55,1.77
6950,Giuseppe Iachini,2012/13,22,5,4,13,22:38,19,0.86
6951,Giuseppe Iachini,2013/14,36,23,10,3,54:21,79,2.19
6952,Giuseppe Iachini,2014/15,39,12,13,14,53:58,49,1.26
6953,Giuseppe Iachini,2015/16,16,5,3,8,15:25,18,1.13
6954,Giuseppe Iachini,2016/17,8,2,1,5,8:15,7,0.88
6955,Giuseppe Iachini,2017/18,26,9,8,9,24:38,35,1.35
6956,Giuseppe Iachini,2018/19,16,4,4,8,24:33,16,1.00
6957,Giuseppe Iachini,2019/20,23,9,8,6,33:23,35,1.52
6958,Giuseppe Iachini,2020/21,18,5,7,6,24:27,22,1.22
6959,Giuseppe Iachini,2021/22,25,7,11,7,31:25,32,1.28
6960,Giuseppe Iachini,2023/24,10,2,2,6,9:14,8,0.80
6961,Serse Cosmi,1996/97,36,11,17,8,35:35,50,1.39
6962,Serse Cosmi,1997/98,37,19,9,9,40:30,66,1.78
6963,Serse Cosmi,1998/99,34,10,11,13,37:44,41,1.21
6964,Serse Cosmi,1999/00,36,13,14,9,50:39,53,1.47
6965,Serse Cosmi,2000/01,38,11,13,14,53:58,46,1.21
6966,Serse Cosmi,2001/02,38,14,9,15,45:53,51,1.34
6967,Serse Cosmi,2002/03,42,14,14,14,51:56,56,1.33
6968,Serse Cosmi,2003/04,54,17,18,19,70:71,69,1.28
6969,Serse Cosmi,2004/05,43,19,20,4,75:47,77,1.79
6970,Serse Cosmi,2005/06,36,12,8,16,44:54,44,1.22
6971,Serse Cosmi,2006/07,18,12,1,5,28:17,37,2.06
6972,Serse Cosmi,2007/08,45,21,12,12,62:44,75,1.67
6973,Serse Cosmi,2008/09,7,2,3,2,8:9,9,1.29
6974,Serse Cosmi,2009/10,26,7,5,14,22:40,26,1.00
6975,Serse Cosmi,2010/11,4,1,0,3,1:7,3,0.75
6976,Serse Cosmi,2011/12,25,6,10,9,29:33,28,1.12
6977,Serse Cosmi,2012/13,19,6,5,8,22:26,23,1.21
6978,Serse Cosmi,2013/14,16,4,6,6,16:20,18,1.13
6979,Serse Cosmi,2014/15,12,5,4,3,17:15,19,1.58
6980,Serse Cosmi,2015/16,48,23,14,11,72:57,83,1.73
6981,Serse Cosmi,2016/17,18,2,8,8,12:23,14,0.78
6982,Serse Cosmi,2017/18,27,8,10,9,25:32,34,1.26
6983,Serse Cosmi,2018/19,13,2,6,5,16:22,12,0.92
6984,Serse Cosmi,2019/20,17,4,3,10,10:21,15,0.88
6985,Serse Cosmi,2020/21,14,3,2,9,22:35,11,0.79
6986,Serse Cosmi,2022/23,12,4,1,7,18:23,13,1.08
6987,Aurelio Andreazzoli,1994/95,36,7,18,11,29:36,39,1.08
6988,Aurelio Andreazzoli,1995/96,36,6,16,14,23:35,34,0.94
6989,Aurelio Andreazzoli,1998/99,36,9,8,19,25:45,35,0.97
6990,Aurelio Andreazzoli,2002/03,5,0,1,4,0:8,1,0.20
6991,Aurelio Andreazzoli,2012/13,17,9,4,4,25:17,31,1.82
6992,Aurelio Andreazzoli,2017/18,23,16,7,0,51:20,55,2.39
6993,Aurelio Andreazzoli,2018/19,23,6,4,13,27:40,22,0.96
6994,Aurelio Andreazzoli,2019/20,9,2,2,5,13:21,8,0.89
6995,Aurelio Andreazzoli,2021/22,41,12,11,18,60:78,47,1.15
6996,Aurelio Andreazzoli,2022/23,12,3,3,6,8:17,12,1.00
6997,Aurelio Andreazzoli,2023/24,16,3,4,9,11:23,13,0.81
6998,Luca Gotti,2006/07,1,0,0,1,1:4,0,0.00
6999,Luca Gotti,2007/08,3,0,3,0,3:3,3,1.00
7000,Luca Gotti,2008/09,39,7,14,18,43:64,35,0.90
7001,Luca Gotti,2009/10,10,4,2,4,10:13,14,1.40
7002,Luca Gotti,2019/20,31,11,8,12,37:38,41,1.32
7003,Luca Gotti,2020/21,40,11,10,19,45:60,43,1.08
7004,Luca Gotti,2021/22,17,4,7,6,24:28,19,1.12
7005,Luca Gotti,2022/23,25,6,7,12,29:44,25,1.00
7006,Luca Gotti,2023/24,10,3,4,3,7:9,13,1.30
7007,Giancarlo Camolese,1997/98,1,0,0,1,1:3,0,0.00
7008,Giancarlo Camolese,2000/01,30,20,4,6,40:22,64,2.13
7009,Giancarlo Camolese,2001/02,36,10,15,11,40:42,45,1.25
7010,Giancarlo Camolese,2002/03,11,3,2,6,11:20,11,1.00
7011,Giancarlo Camolese,2003/04,25,5,10,10,21:29,25,1.00
7012,Giancarlo Camolese,2005/06,43,13,10,20,39:51,49,1.14
7013,Giancarlo Camolese,2006/07,6,0,1,5,3:8,1,0.17
7014,Giancarlo Camolese,2007/08,28,6,10,12,26:37,28,1.00
7015,Giancarlo Camolese,2008/09,9,3,1,5,11:16,10,1.11
7016,Giancarlo Camolese,2012/13,13,2,2,9,10:24,8,0.62
7017,Giancarlo Camolese,2015/16,23,4,11,8,23:29,23,1.00
7018,Gabriele Cioffi,2013/14,13,2,5,6,12:19,11,0.85
7019,Gabriele Cioffi,2018/19,44,13,8,23,47:68,47,1.07
7020,Gabriele Cioffi,2019/20,30,9,7,14,44:52,34,1.13
7021,Gabriele Cioffi,2021/22,24,9,7,8,44:32,34,1.42
7022,Gabriele Cioffi,2022/23,10,1,2,7,9:21,5,0.50
7023,Gabriele Cioffi,2023/24,24,4,10,10,26:37,22,0.92
7024,Giovanni De Biasi,1992/93,34,10,16,8,31:29,46,1.35
7025,Giovanni De Biasi,1993/94,34,9,12,13,32:36,39,1.15
